Greek Word,Frequency Rank,Theme,Level,French Translation,Part of Speech
πάντοτε,1988,Society & Relationships,5,,
η αληθεια,2025,Society & Relationships,5,,
η γνώση,2041,Society & Relationships,6,,
συμπαθώ / συμπάθησα,2044,Society & Relationships,6,,
προσπάθησες,2050,Society & Relationships,6,,
η τέχνη,2063,Society & Relationships,6,,
ταυτόχρονα,2065,Society & Relationships,6,,
σεξουαλικός,2086,Society & Relationships,6,,
ασυνήθιστος,2120,Society & Relationships,6,,
το προαίσθημα,2136,Society & Relationships,6,,
ξεχωριστός,2172,Society & Relationships,6,,
η ατμόσφαιρα,2182,Society & Relationships,6,,
αηδιαστικός,2183,Society & Relationships,6,,
συνηθισμένος,2187,Society & Relationships,6,,
καταραμένος,2190,Society & Relationships,6,,
μεγαλώσει / μεγάλωσε,2200,Society & Relationships,6,,
η αδυναμία,2239,Society & Relationships,6,,
συνηθίσει / συνήθισε,2266,Society & Relationships,6,,
η έννοια,2288,Society & Relationships,6,,
ενδιαφέρεσαι,2294,Society & Relationships,6,,
υποφέρω / υπόφερα,2313,Society & Relationships,6,,
ανακαλύψει / ανακάλυψε,2324,Society & Relationships,6,,
ρομαντικός,2342,Society & Relationships,6,,
η έκφραση,2351,Society & Relationships,6,,
κοινωνικός,2359,Society & Relationships,6,,
παραδέχομαι / παραδέχτηκα,2425,Society & Relationships,6,,
φυσιολογικά,2444,Society & Relationships,6,,
παράλογος,2452,Society & Relationships,6,,
οικογενειακός,2503,Society & Relationships,6,,
άλλωστε,2523,Society & Relationships,6,,
μεγαλώνω / μεγάλωσα,2524,Society & Relationships,6,,
η μοναξιά,2547,Society & Relationships,6,,
εκπλήσσομαι / εκπλάγηκα,2567,Society & Relationships,7,,
ο επιστήμονας,2585,Society & Relationships,7,,
δημιουργώ / δημιούργησα,2587,Society & Relationships,7,,
η εμμονή,2590,Society & Relationships,7,,
μαθηματικά,2596,Society & Relationships,7,,
αποδείξει / απέδειξε,2617,Society & Relationships,7,,
το πραγμα,2661,Society & Relationships,7,,
αντιμετωπίζω / αντιμετώπισα,2672,Society & Relationships,7,,
η περιπέτεια,2679,Society & Relationships,7,,
η αρρώστια,2691,Society & Relationships,7,,
αρνητικός,2778,Society & Relationships,7,,
παρόμοιος,2789,Society & Relationships,7,,
γενικά,2793,Society & Relationships,7,,
επαγγελματικός,2795,Society & Relationships,7,,
παραδεχτώ / παραδεχτούσα,2822,Society & Relationships,7,,
η προφορά,2832,Society & Relationships,7,,
αναγνωρίζω / αναγνώρισα,2837,Society & Relationships,7,,
δέχομαι / δέχθηκα,2838,Society & Relationships,7,,
η περιέργεια,2852,Society & Relationships,7,,
η κατανόηση,2877,Society & Relationships,7,,
αγαπημένος,2909,Society & Relationships,7,,
η θέληση,2913,Society & Relationships,7,,
ηθικός,2956,Society & Relationships,7,,
η κατάθλιψη,2958,Society & Relationships,7,,
η ανάμνηση,2965,Society & Relationships,7,,
η συνείδηση,2973,Society & Relationships,7,,
παρατάς,2989,Society & Relationships,7,,
η ανησυχία,3079,Society & Relationships,7,,
εξίσου,3087,Society & Relationships,7,,
ιδιαίτερος,3104,Society & Relationships,7,,
ήρεμος,3109,Society & Relationships,8,,
η αφοσίωση,3122,Society & Relationships,8,,
η ομολογία,3149,Society & Relationships,8,,
η ισορροπία,3162,Society & Relationships,8,,
η ενοχή,3169,Society & Relationships,8,,
ανακαλύψω / ανακάλυψα,3201,Society & Relationships,8,,
ισχυρίζομαι / ισχυρίστηκα,3210,Society & Relationships,8,,
εμπιστεύεται / εμπιστεύτηκε,3240,Society & Relationships,8,,
η συνήθεια,3261,Society & Relationships,8,,
η αυτοπεποίθηση,3265,Society & Relationships,8,,
η ερωμένη,3274,Society & Relationships,8,,
σεξουαλικά,3288,Society & Relationships,8,,
ερωτικός,3332,Society & Relationships,8,,
βαρεθεί,3339,Society & Relationships,8,,
υπηρέτρια,3345,Society & Relationships,8,,
παραμικρός,3375,Society & Relationships,8,,
συλλάβω,3376,Society & Relationships,8,,
η προσωπικότητα,3383,Society & Relationships,8,,
η ιδιοφυία,3390,Society & Relationships,8,,
η αγαπη,3413,Society & Relationships,8,,
η αξιοπρέπεια,3425,Society & Relationships,8,,
οι παραισθήσεις,3452,Society & Relationships,8,,
η ανθρωποκτονία,3464,Society & Relationships,8,,
σοβαρολογώ / σοβαρολόγησα,3470,Society & Relationships,8,,
καταφέρνω / κατάφερα,3485,Society & Relationships,8,,
η γοητεία,3517,Society & Relationships,8,,
αναστατωμένος,3539,Society & Relationships,8,,
η ενόχληση,3543,Society & Relationships,8,,
ο εραστής,3595,Society & Relationships,8,,
η συναισθήματά,3609,Society & Relationships,8,,
η βαρύτητα,3651,Society & Relationships,9,,
ο καλεσμένος,3652,Society & Relationships,9,,
η δυσκολία,3664,Society & Relationships,9,,
συναισθηματικά,3681,Society & Relationships,9,,
μπερδεμένος,3686,Society & Relationships,9,,
φοβισμένος,3687,Society & Relationships,9,,
η αισθήματά,3697,Society & Relationships,9,,
επιθυμώ / επιθύμησα,3710,Society & Relationships,9,,
προσεύχομαι / προσευχήθηκα,3715,Society & Relationships,9,,
ο συγγενής,3716,Society & Relationships,9,,
η επίδραση,3742,Society & Relationships,9,,
το σύντροφε,3768,Society & Relationships,9,,
η προσέγγιση,3794,Society & Relationships,9,,
το αίσθημα,3800,Society & Relationships,9,,
ο υπηρέτης,3810,Society & Relationships,9,,
η διαταραχή,3845,Society & Relationships,9,,
ανθρωπος,3846,Society & Relationships,9,,
το προβλημα,3859,Society & Relationships,9,,
οικογένειάς,3865,Society & Relationships,9,,
ειλικρίνεια,3868,Society & Relationships,9,,
συναισθηματικός,3886,Society & Relationships,9,,
η βιασύνη,3892,Society & Relationships,9,,
η ευγνωμοσύνη,3894,Society & Relationships,9,,
συμπαθής,3895,Society & Relationships,9,,
επιμένω / επέμεινα,3903,Society & Relationships,9,,
η αγωνία,3944,Society & Relationships,9,,
η ευγένεια,3947,Society & Relationships,9,,
ευλογεί / ευλόγησε,3953,Society & Relationships,9,,
η ποίηση,4059,Society & Relationships,9,,
η περίσταση,4072,Society & Relationships,9,,
πληγωθεί,4090,Society & Relationships,10,,
νθρωπος,4104,Society & Relationships,10,,
η αιωνιότητα,4110,Society & Relationships,10,,
η ευχαριστία,4116,Society & Relationships,10,,
η κουβεντούλα,4135,Society & Relationships,10,,
το συζύγους,4162,Society & Relationships,10,,
ερωτευτεί,4172,Society & Relationships,10,,
η δυστυχία,4199,Society & Relationships,10,,
δυσκολεύομαι / δυσκολεύτηκα,4227,Society & Relationships,10,,
η σύγχυση,4234,Society & Relationships,10,,
η απογοήτευση,4245,Society & Relationships,10,,
η περηφάνια,4263,Society & Relationships,10,,
η διατροφή,4283,Society & Relationships,10,,
χειριστείς,4303,Society & Relationships,10,,
φανταστεί,4314,Society & Relationships,10,,
γιαυτό,4357,Society & Relationships,10,,
η ιδιοφυΐα,4359,Society & Relationships,10,,
ανατριχιαστικός,4361,Society & Relationships,10,,
ο κοσμος,4392,Society & Relationships,10,,
πνευματικός,4393,Society & Relationships,10,,
μεγαλώσω / μεγάλωσα,4407,Society & Relationships,10,,
πραγματικα,4410,Society & Relationships,10,,
η παρατήρηση,4432,Society & Relationships,10,,
ο σύντροφος,4433,Society & Relationships,10,,
μετανιώνω / μετάνιωσα,4440,Society & Relationships,10,,
σωματικός,4451,Society & Relationships,10,,
παρατάω / παράτησα,4454,Society & Relationships,10,,
η ιδεα,4473,Society & Relationships,10,,
μπλεγμένος,4475,Society & Relationships,10,,
σωματικά,4498,Society & Relationships,10,,
ο άνθρωπός,4506,Society & Relationships,11,,
η διάνοια,4520,Society & Relationships,11,,
το ικανότητές,4521,Society & Relationships,11,,
αισθανθείς,4526,Society & Relationships,11,,
απολαμβάνω / απόλαυσα,4579,Society & Relationships,11,,
ο πολεμάς,4629,Society & Relationships,11,,
κατανοώ / κατανόησα,4673,Society & Relationships,11,,
αγχωμένος,4687,Society & Relationships,11,,
απελπισμένος,4696,Society & Relationships,11,,
προσποιείσαι,4704,Society & Relationships,11,,
η φιλοσοφία,4707,Society & Relationships,11,,
γνωριστεί,4710,Society & Relationships,11,,
οι οικογένειές,4714,Society & Relationships,11,,
ο εγωιστής,4727,Society & Relationships,11,,
η προσδοκία,4750,Society & Relationships,11,,
η ανωμαλία,4755,Society & Relationships,11,,
παρατηρώ / παρατήρησα,4777,Society & Relationships,11,,
η φαντασίωση,4790,Society & Relationships,11,,
λυπημένος,4800,Society & Relationships,11,,
η απογοήτευσα,4805,Society & Relationships,11,,
το γκόμενο,4848,Society & Relationships,11,,
διαφέρω / διέφερα,4851,Society & Relationships,11,,
χαρακτηριστικός,4854,Society & Relationships,11,,
η ψευδαίσθηση,4904,Society & Relationships,11,,
δεμένος,4908,Society & Relationships,11,,
εκείνου,4930,Society & Relationships,11,,
η απόλαυση,4938,Society & Relationships,11,,
η αναστάτωση,4940,Society & Relationships,11,,
μυστηριώδης,4957,Society & Relationships,11,,
η κουλτούρα,5023,Society & Relationships,11,,
η αντίληψη,5026,Society & Relationships,12,,
η συμπόνια,5038,Society & Relationships,12,,
το χειροκρότημα,5042,Society & Relationships,12,,
η αγένεια,5057,Society & Relationships,12,,
ο καλλιτέχνης,5076,Society & Relationships,12,,
η μανία,5078,Society & Relationships,12,,
παρανοϊκός,5126,Society & Relationships,12,,
η οικογενεια,5165,Society & Relationships,12,,
παρατήρησες,5218,Society & Relationships,12,,
η παρενόχληση,5246,Society & Relationships,12,,
η νοημοσύνη,5247,Society & Relationships,12,,
το αυτοκτονήσω,5253,Society & Relationships,12,,
αισθανθώ / αισθανθούσα,5261,Society & Relationships,12,,
κολλημένος,5280,Society & Relationships,12,,
η χαζομάρα,5298,Society & Relationships,12,,
ψυχιατρικός,5329,Society & Relationships,12,,
λυπάται / λυπήθηκε,5336,Society & Relationships,12,,
εξυπνάδα,5393,Society & Relationships,12,,
πληγωμένος,5423,Society & Relationships,12,,
εξωφρενικός,5443,Society & Relationships,12,,
η ψυχολογία,5467,Society & Relationships,12,,
αντιλαμβάνομαι / αντιλήφθηκα,5478,Society & Relationships,12,,
η ιστορια,5513,Society & Relationships,12,,
καθημερινός,5583,Society & Relationships,12,,
πεινασμένος,5588,Society & Relationships,12,,
αποτυχημένος,5590,Society & Relationships,12,,
σεξουαλικό,5599,Society & Relationships,12,,
η κακοποίηση,5604,Society & Relationships,12,,
αόρατος,5605,Society & Relationships,12,,
η περίπτωσή,5606,Society & Relationships,12,,
εμπιστεύσου,5648,Society & Relationships,13,,
η ματία,5664,Society & Relationships,13,,
ελευθερώσω / ελευθέρωσα,5687,Society & Relationships,13,,
περιγράψω / περιέγραψα,5692,Society & Relationships,13,,
αξιαγάπητος,5732,Society & Relationships,13,,
το προσευχήσου,5752,Society & Relationships,13,,
ο ψυχικός,5755,Society & Relationships,13,,
η διαίσθηση,5757,Society & Relationships,13,,
η απληστία,5761,Society & Relationships,13,,
η έκτρωση,5764,Society & Relationships,13,,
η ερμηνεία,5768,Society & Relationships,13,,
ανέχομαι / ανέχτηκα,5780,Society & Relationships,13,,
η αφοσίωσή,5783,Society & Relationships,13,,
η φιλοδοξία,5790,Society & Relationships,13,,
η σκλάβα,5799,Society & Relationships,13,,
αξιολύπητος,5807,Society & Relationships,13,,
παραδέχεσαι,5853,Society & Relationships,13,,
η επιδημία,5855,Society & Relationships,13,,
η φιλανθρωπία,5864,Society & Relationships,13,,
παγιδευμένος,5866,Society & Relationships,13,,
μαζικός,5874,Society & Relationships,13,,
η καρδια,5896,Society & Relationships,13,,
οι φαντασιώσεις,5899,Society & Relationships,13,,
ταραγμένος,5907,Society & Relationships,13,,
πεισματάρης,5908,Society & Relationships,13,,
η ύπαρξή,5912,Society & Relationships,13,,
η πανούκλα,5979,Society & Relationships,13,,
τελετουργικός,5980,Society & Relationships,13,,
ψυχολογικός,6001,Society & Relationships,13,,
οι φανείς,6042,Society & Relationships,13,,
η αμνησία,6052,Society & Relationships,14,,
προσποιείται / προσποιήθηκε,6062,Society & Relationships,14,,
δυστυχισμένος,6091,Society & Relationships,14,,
προσποιηθώ / προσποιηθούσα,6149,Society & Relationships,14,,
η πρόσωπά,6155,Society & Relationships,14,,
η απόγνωση,6166,Society & Relationships,14,,
περιστασιακά,6176,Society & Relationships,14,,
η ομοιότητα,6187,Society & Relationships,14,,
αγκαλιάσω / αγκάλιασα,6193,Society & Relationships,14,,
συνειδητοποιώ / συνειδητοποίησα,6194,Society & Relationships,14,,
ο παρθένος,6211,Society & Relationships,14,,
η καταγωγή,6321,Society & Relationships,14,,
η απορία,6323,Society & Relationships,14,,
η τύφλα,6332,Society & Relationships,14,,
ο προστάτης,6354,Society & Relationships,14,,
προσποιούμαι / προσποιήθηκα,6356,Society & Relationships,14,,
η υπερηφάνεια,6360,Society & Relationships,14,,
οι ήρεμοι,6373,Society & Relationships,14,,
μαστουρωμένος,6380,Society & Relationships,14,,
προσβλητικός,6410,Society & Relationships,14,,
η αδικία,6413,Society & Relationships,14,,
εγκληματικός,6436,Society & Relationships,14,,
οικογενειακά,6451,Society & Relationships,14,,
η λογοτεχνία,6456,Society & Relationships,14,,
η αμηχανία,6458,Society & Relationships,14,,
πατρικός,6480,Society & Relationships,14,,
πνευματικά,6523,Society & Relationships,14,,
η αρμονία,6604,Society & Relationships,14,,
φιλανθρωπικός,6621,Society & Relationships,14,,
ο λυκάνθρωπος,6624,Society & Relationships,14,,
στοιχειωμένος,6659,Society & Relationships,15,,
εγωιστικός,6661,Society & Relationships,15,,
καθολικός,6668,Society & Relationships,15,,
διατεθειμένος,6678,Society & Relationships,15,,
δραματικός,6724,Society & Relationships,15,,
η συμπάθεια,6737,Society & Relationships,15,,
το κόσ,6738,Society & Relationships,15,,
νοιώθει / ένοιωσε,6743,Society & Relationships,15,,
το περιπτώσει,6760,Society & Relationships,15,,
